"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",3,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.9,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.9,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.9,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2.8,,
"USA","United States","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.7,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",13.1,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",13.4,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",12.4,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",13,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",12.7,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",12.2,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",12.6,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",12.8,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",12.8,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.6,,
"CZE","Czech Republic","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",11.1,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",10.7,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",10,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.6,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.9,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.4,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",9,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.9,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.8,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.5,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.7,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.3,,
"FRA","France","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.8,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",9.4,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.3,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",9.5,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.9,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.1,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.2,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.6,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.1,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8,,
"DEU","Germany","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.3,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",6.6,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",6.1,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",4.8,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.6,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",4.2,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.4,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.2,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",6.4,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.8,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",6.3,,
"ISL","Iceland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.7,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",14.7,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",13.6,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",11.9,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",13.6,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.7,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",12.7,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",12.1,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",11.7,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.8,,
"TUR","Turkey","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7.2,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",6.5,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",6.2,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",5.2,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",5.9,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.8,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.7,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.2,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.4,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9.1,,
"GBR","United Kingdom","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.7,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",8.7,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",8.2,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",8.4,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.3,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.2,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.7,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",9.1,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9.6,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.8,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.6,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9.2,,
"BEL","Belgium","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",9.4,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",8.5,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",6.7,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.4,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.4,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.9,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.4,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.8,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.5,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.3,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.9,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",6.9,,
"NOR","Norway","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.4,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",3.8,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",3.7,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3.2,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.6,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",2.6,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",2.8,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.2,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.9,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.7,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4,,
"IRL","Ireland","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",3.8,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",5.2,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5.2,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.9,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",5.3,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.8,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.7,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.8,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.3,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.4,,
"NLD","Netherlands","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.2,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",8.9,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",8.9,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.2,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.8,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",9.4,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",9.7,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",9.7,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",9.3,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.5,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",10.8,,
"GRC","Greece","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",10,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",19.1,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",21.1,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",20.2,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",18.2,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",15.8,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",16.7,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",16.1,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",15.9,,
"KOR","Korea","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",17.6,,
"JPN","Japan","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",12.9,,
"JPN","Japan","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",14.1,,
"JPN","Japan","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.2,,
"JPN","Japan","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",14.5,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",7.4,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.9,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.9,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.2,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.4,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.9,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.9,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.6,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.1,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",7.4,,
"DNK","Denmark","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.6,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",8.6,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",8.3,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.8,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.4,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.9,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.7,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",9.3,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9.5,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",9,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.1,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.9,,
"AUT","Austria","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.8,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",21.9,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",20.4,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",22.1,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",19.3,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",17.6,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",16.6,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",16.4,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",16.4,,
"HUN","Hungary","DEP","Deprivation","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",16,,
